pc11_s_id,pc11_d_id,pc11_sd_id,year,post_ror_data_entry_block_any,post_ror_dist_softw_available_block_any,post_ror_aadhaar_link_block_any,post_mutation_computerized_block_any,post_digital_ror_issued_block_any,block_id,mean_night,count_night,sum_night,sd_name,frac_12,per_aggriculture,per_treecover,per_greencover,per_built
20,347,2521,2003,0,0,0,0,0,2243,0.0121775678841464,664,8.08590507507324,Mayur Hand,0.980716586112976,98.0716586112976,2.84888482093811,67.5582733154297,29.3436260223389
20,347,2521,2004,0,0,0,0,0,2243,0.0121775678841464,664,8.08590507507324,Mayur Hand,0.97548508644104,97.548508644104,2.15674614906311,70.6280746459961,26.8869590759277
20,347,2521,2005,0,0,0,0,0,2243,0.0121775678841464,664,8.08590507507324,Mayur Hand,0.963165640830994,96.3165640830994,4.07378578186035,74.3527526855469,21.2164535522461
20,347,2521,2006,0,0,0,0,0,2243,0.0121775678841464,664,8.08590507507324,Mayur Hand,0.956065893173218,95.6065893173218,2.9519829750061,70.1088943481445,26.5425548553467
20,347,2521,2007,0,0,0,0,0,2243,0.0121775678841464,664,8.08590507507324,Mayur Hand,0.941043257713318,94.1043257713318,3.69860672950745,73.2467498779297,22.6485118865967
20,347,2521,2008,0,0,0,0,0,2243,0.0138990462544452,664,9.22896671295166,Mayur Hand,0.884591102600098,88.4591102600098,4.43580102920532,66.695686340332,28.4719409942627
20,347,2521,2009,0,0,0,0,0,2243,0.0154107277651867,664,10.232723236084,Mayur Hand,0.851629674434662,85.1629674434662,2.99212193489075,68.7617034912109,27.9969520568848
20,347,2521,2010,0,0,0,0,0,2243,0.0171274147837995,664,11.3726034164429,Mayur Hand,0.705053448677063,70.5053448677063,1.78051686286926,62.1842231750488,35.7860374450684
20,347,2521,2011,0,0,0,0,0,2243,0.0171274147837995,664,11.3726034164429,Mayur Hand,0.811180472373962,81.1180472373962,2.5933632850647,66.5563812255859,30.4536819458008
20,347,2521,2012,0,0,0,0,0,2243,0.0171274147837995,664,11.3726034164429,Mayur Hand,0.9065021276474,90.65021276474,3.24047064781189,76.3594512939453,20.121603012085
20,347,2521,2013,0,0,0,0,0,2243,0.0817931416523025,664,54.3106460571289,Mayur Hand,0.897058188915253,89.7058188915253,3.09854650497437,71.0908050537109,25.54811668396
20,347,2521,2014,0,0,0,0,0,2243,0.0804991837007453,664,53.4514579772949,Mayur Hand,0.913326740264893,91.3326740264893,4.31652307510376,72.7621917724609,22.5247173309326
20,347,2521,2015,0,0,0,0,0,2243,0.0833441665373652,664,55.3405265808106,Mayur Hand,0.935901403427124,93.5901403427124,3.16376233100891,74.1369094848633,22.3910503387451
20,347,2521,2016,0,0,0,0,0,2243,0.105906819722739,664,70.3221282958984,Mayur Hand,0.958066165447235,95.8066165447235,2.8887951374054,73.555305480957,23.2871055603027
20,347,2521,2017,0,0,0,0,0,2243,0.243749342769025,664,161.849563598633,Mayur Hand,0.967513263225555,96.7513263225555,4.94005727767944,76.6762924194336,18.1700801849365
20,347,2521,2018,1,1,1,1,1,2243,0.341777112110552,664,226.940002441406,Mayur Hand,0.938877165317535,93.8877165317535,2.4358274936676,74.2311325073242,22.9760322570801
20,347,2521,2019,1,1,1,1,1,2243,0.35149544891634,662,232.689987182617,Mayur Hand,0.945851027965546,94.5851027965546,4.73881912231445,77.7434616088867,17.2094497680664
20,347,2521,2020,1,1,1,1,1,2243,0.467107259975099,662,309.225006103516,Mayur Hand,0.945342361927032,94.5342361927032,4.05508470535278,75.0474548339844,20.6189842224121
20,347,2521,2021,1,1,1,1,1,2243,0.661185734221582,662,437.704956054688,Mayur Hand,0.946527779102325,94.6527779102325,7.04790782928467,75.4393844604492,17.2727699279785
20,347,2522,2000,0,0,0,0,0,2244,0,911,0,Gidhaur,,,5.6449933052063,66.2111740112305,28.1438293457031
20,347,2522,2001,0,0,0,0,0,2244,0,911,0,Gidhaur,0.540454387664795,54.0454387664795,4.03868627548218,66.9464263916016,29.0148887634277
20,347,2522,2002,0,0,0,0,0,2244,0,911,0,Gidhaur,0.812536776065826,81.2536776065826,4.38301706314087,71.4672012329102,24.1497783660889
20,347,2522,2003,0,0,0,0,0,2244,0,911,0,Gidhaur,0.920925080776215,92.0925080776215,3.69829416275024,72.3666229248047,23.9350833892822
20,347,2522,2004,0,0,0,0,0,2244,0,911,0,Gidhaur,0.904894769191742,90.4894769191742,2.92841506004334,73.2078857421875,23.8636989593506
20,347,2522,2005,0,0,0,0,0,2244,0,911,0,Gidhaur,0.901583790779114,90.1583790779114,4.87952184677124,74.9437866210938,20.1766967773438
