park_id,buffer_km,in_out,mean_tc,median_tc,sd_tc,n_pixels,Percent_Tree_Cover
27,20,outer,53.83633683928452,57.0,18.425227031169943,29854,53.83633683928452
27,25,outer,54.53625840590894,58.0,19.021100168976037,45355,54.53625840590894
28,5,outer,46.78724708767627,51.0,16.756070392445274,6524,46.78724708767627
28,10,outer,48.20446377908076,53.0,17.167495462221535,15861,48.20446377908076
28,20,outer,51.49832798590086,55.0,17.619660793530514,44258,51.49832798590086
28,25,outer,50.67418574117721,54.0,17.783333830023267,63217,50.67418574117721
29,5,outer,70.50946798917944,79.0,19.36291787013385,3327,70.50946798917944
29,10,outer,66.23541370197195,77.0,21.5095698711646,9838,66.23541370197195
29,20,outer,65.0864243095282,77.0,26.690633153349143,32514,65.0864243095282
29,25,outer,66.66485209531635,78.0,28.597067994872308,48680,66.66485209531635
30,5,outer,80.6327027027027,81.0,2.5639835440807768,11100,80.6327027027027
30,10,outer,80.25086662264773,81.0,8.649077179664536,24232,80.25086662264773
30,20,outer,81.67788581401147,81.0,19.916507110902696,60165,81.67788581401147
30,25,outer,82.13949924585219,81.0,21.79799601931664,82875,82.13949924585219
31,5,outer,79.6340350877193,80.0,2.792427014327823,2850,79.6340350877193
31,10,outer,79.4338202247191,80.0,4.113830060349316,8900,79.4338202247191
31,20,outer,79.5333855748196,80.0,18.57606664962415,30627,79.5333855748196
31,25,outer,79.55025255795881,80.0,20.03828336997526,46326,79.55025255795881
32,5,outer,31.739500734214392,30.0,14.149982613909279,3405,31.739500734214392
32,10,outer,32.717128287171285,29.0,16.623965831547054,10001,32.717128287171285
32,20,outer,42.37838002436054,40.0,23.23658850532786,32840,42.37838002436054
32,25,outer,42.708562466902926,42.0,22.837738957079257,49098,42.708562466902926
33,5,outer,74.21080422420796,81.0,24.579333190062123,2462,74.21080422420796
33,10,outer,73.13229859571322,80.0,20.0489236286682,8118,73.13229859571322
33,20,outer,70.64150424529923,78.0,19.949260383574266,29091,70.64150424529923
33,25,outer,70.43980095021503,78.0,21.641154109443388,44411,70.43980095021503
34,5,outer,79.50416197975252,80.0,23.575020492607337,8890,79.50416197975252
34,10,outer,78.51510740815097,79.0,28.20730224344307,19924,78.51510740815097
34,20,outer,78.53530982593611,79.0,29.796848947585676,51303,78.53530982593611
34,25,outer,77.38875101084744,79.0,30.861143962778335,71722,77.38875101084744
35,5,outer,79.99318472241943,80.0,3.342268906948496,7043,79.99318472241943
35,10,outer,79.9286850945954,80.0,3.641115001119007,16967,79.9286850945954
35,20,outer,79.38377771055703,80.0,8.366077733958942,46282,79.38377771055703
35,25,outer,79.52676343497048,80.0,14.923682430635388,65724,79.52676343497048
36,5,outer,77.34564269047378,80.0,11.14174673813505,9857,77.34564269047378
36,5,inner,79.9944769874477,80.0,2.333342736244341,5975,79.9944769874477
36,10,outer,78.12859700449762,80.0,9.33863896941337,22901,78.12859700449762
36,20,outer,78.37948227580084,80.0,8.054409506443234,58564,78.37948227580084
36,25,outer,78.4532481284476,80.0,7.838272488383129,81216,78.4532481284476
37,5,outer,71.86765080173072,76.0,9.11644053435979,3929,71.86765080173072
37,10,outer,67.64654315408947,69.0,12.855724240768776,11065,67.64654315408947
37,20,outer,63.04924447999086,67.0,19.37421324578955,35009,63.04924447999086
37,25,outer,62.25321954704304,67.0,20.342054988600346,51793,62.25321954704304
38,5,outer,53.864789361939884,69.0,31.19967736367265,8949,53.864789361939884
38,10,outer,57.757767944936084,71.0,29.20248834599661,20340,57.757767944936084
38,20,outer,65.2545057863783,78.0,25.20016351956736,52710,65.2545057863783
38,25,outer,66.11177124874528,78.0,23.96419275612142,73722,66.11177124874528
39,5,outer,55.3448275862069,61.0,16.444746373157706,1914,55.3448275862069
39,10,outer,53.55835337388598,58.0,15.839247536328383,7069,53.55835337388598
39,20,outer,51.70046697798532,56.0,14.783277576548208,26982,51.70046697798532
39,25,outer,50.24589183629536,55.0,15.596245048567491,41807,50.24589183629536
40,5,outer,62.62762022194821,63.0,14.766104258548264,17031,62.62762022194821
40,5,inner,61.14444695089856,61.0,14.041985097205268,13299,61.14444695089856
40,10,outer,60.45971681709034,62.0,16.766460878536737,36231,60.45971681709034
40,10,inner,61.793019130268014,61.0,14.488417707491326,20857,61.793019130268014
40,20,outer,57.376558335225845,60.0,18.309659828153194,83663,57.376558335225845
40,25,outer,55.90886378642683,60.0,19.39642335472294,112074,55.90886378642683
41,5,outer,67.28297063903281,67.0,12.128708010941725,14475,67.28297063903281
41,5,inner,69.39653304442037,68.0,10.331660416030443,8307,69.39653304442037
41,10,outer,66.00968286976865,67.0,13.760622376230168,30776,66.00968286976865
41,20,outer,64.85316081124465,66.0,14.326546590604709,71643,64.85316081124465
41,25,outer,63.99263374613324,66.0,14.778226731995431,96657,63.99263374613324
42,5,outer,75.825,79.0,8.318908230947711,5680,75.825
42,10,outer,73.89060666712679,78.0,11.507245679321334,14489,73.89060666712679
42,20,outer,71.27477499042513,78.0,14.936571865568478,41776,71.27477499042513
42,25,outer,70.16459436577632,77.0,15.324791504714877,60239,70.16459436577632
43,5,outer,34.18787175395329,30.0,23.03929651945169,6893,34.18787175395329
43,10,outer,31.68668831168831,25.0,24.97847839007641,16632,31.68668831168831
43,20,outer,35.028827211837324,30.0,23.13362446127631,45686,35.028827211837324
43,25,outer,38.33775119543658,33.0,23.562359622154293,65039,38.33775119543658
44,5,outer,71.56558275484106,79.0,17.783339403959378,2737,71.56558275484106
44,10,outer,74.0872072903449,79.0,23.056551698471843,8669,74.0872072903449
44,20,outer,71.99758198078834,79.0,26.762314760455258,30190,71.99758198078834
44,25,outer,67.82519010575999,79.0,28.15891693164002,45764,67.82519010575999
45,5,outer,65.79917076962944,76.0,30.885847375660333,3859,65.79917076962944
45,10,outer,65.03960304210722,75.0,29.440192258053507,10782,65.03960304210722
45,20,outer,67.54076626562318,76.0,25.750710958923072,34244,67.54076626562318
45,25,outer,68.28687298212458,76.0,24.807476540997907,50796,68.28687298212458
46,5,outer,45.67875647668394,46.0,14.431306444931996,3860,45.67875647668394
46,10,outer,46.91137262112715,48.0,15.720420280361125,10877,46.91137262112715
46,20,outer,50.80732829729964,53.0,19.6569611391454,34551,50.80732829729964
46,25,outer,52.28826859262151,55.0,21.927557538633334,51230,52.28826859262151
47,5,outer,9.716303932798779,9.0,4.623768375563674,2619,9.716303932798779
47,10,outer,11.350011884953648,9.0,9.196144688575096,8414,11.350011884953648
47,20,outer,15.997461413484972,12.0,15.433380599153216,29544,15.997461413484972
47,25,outer,17.594007024407592,13.0,15.593864395110025,44986,17.594007024407592
48,5,outer,48.76566801619433,54.0,17.299841667476215,6175,48.76566801619433
48,10,outer,41.91650575937146,45.0,20.239818746269275,15019,41.91650575937146
48,20,outer,34.609790110617375,34.0,21.285768313740846,42308,34.609790110617375
48,25,outer,33.659238656374974,32.0,21.256030286201725,60761,33.659238656374974
49,5,outer,73.47848948374761,81.0,19.865995044170674,2092,73.47848948374761
49,10,outer,75.60113651738601,80.0,15.267019246336494,7391,75.60113651738601
49,20,outer,71.78832459786734,80.0,19.40701290686671,27665,71.78832459786734
49,25,outer,70.39628308616481,80.0,21.050287285029185,42616,70.39628308616481
50,5,outer,71.57892857142858,80.0,19.117368288564517,2800,71.57892857142858
50,10,outer,67.99148887880163,78.0,20.8987474340139,8812,67.99148887880163
50,20,outer,65.67926385198307,78.0,25.707731980930316,30483,65.67926385198307
50,25,outer,66.69500595818438,78.0,27.80309130315859,46155,66.69500595818438
51,5,outer,72.34163701067615,80.0,21.935174553569347,5901,72.34163701067615
51,10,outer,73.1793325291516,80.0,19.551618582115857,14922,73.1793325291516
51,20,outer,69.86681561618062,77.0,20.061397279128546,42520,69.86681561618062
51,25,outer,69.33353510895884,77.0,22.29226875068659,61124,69.33353510895884
52,5,outer,60.372609942638626,64.0,16.620238799092768,4184,60.372609942638626
52,10,outer,59.01843478260869,65.0,18.841628499326067,11500,59.01843478260869
52,20,outer,58.44884525270557,64.0,18.506676535102546,35852,58.44884525270557
52,25,outer,58.19668964472388,63.0,17.948104189776725,52804,58.19668964472388
53,5,outer,69.91043824701195,68.0,8.896121777295175,6275,69.91043824701195
53,10,outer,69.70741078405835,68.0,9.283396645923377,15356,69.70741078405835
53,20,outer,67.63400877376228,68.0,11.303785821584507,43083,67.63400877376228
53,25,outer,67.12066257549507,68.0,11.951709333329566,61759,67.12066257549507
54,5,outer,131.59458212192533,82.0,79.08154107101744,21669,131.59458212192533
54,5,inner,80.4283263227806,81.0,4.786267476135294,18068,80.4283263227806
54,10,outer,134.84307228915662,82.0,80.29144783676871,46480,134.84307228915662
54,10,inner,80.36097837022133,81.0,4.857758055781082,31808,80.36097837022133
54,20,outer,139.30595377690358,82.0,81.73900433284834,105748,139.30595377690358
54,20,inner,80.43054916650237,81.0,4.824697502395932,45651,80.43054916650237
54,25,outer,141.0149428320768,82.0,82.32461547737859,140201,141.0149428320768
55,5,outer,140.3791761271489,80.0,86.15414141378503,6166,140.3791761271489
55,10,outer,141.1430712098508,81.0,85.05576951806117,15349,141.1430712098508
55,20,outer,149.7438909015391,81.0,86.55098921908429,43337,149.7438909015391
55,25,outer,150.68512350148845,81.0,86.55181908373336,62145,150.68512350148845
56,5,outer,52.74973909413484,55.0,16.27526815162178,4791,52.74973909413484
56,10,outer,54.41906262307995,56.0,16.924363366809896,12695,54.41906262307995
56,20,outer,53.945302057397456,56.0,19.811290854598106,38155,53.945302057397456
56,25,outer,53.51332136445242,56.0,19.858765736589632,55700,53.51332136445242
57,5,outer,62.96086404066074,61.0,11.648144984993365,3935,62.96086404066074
57,10,outer,62.236781819847884,62.0,15.199200099335075,10913,62.236781819847884
57,20,outer,61.927639967543755,62.0,16.72545260831599,34508,61.927639967543755
57,25,outer,60.8930716703516,61.0,16.5239346494724,51109,60.8930716703516
58,5,outer,27.54536521454307,20.0,27.894101405007742,3053,27.54536521454307
58,10,outer,30.88448275862069,23.0,30.077067256174782,9280,30.88448275862069
58,20,outer,32.546470532046996,25.0,24.649110057365796,31407,32.546470532046996
58,25,outer,33.65845249175057,27.0,23.86836557827736,47276,33.65845249175057
59,5,outer,82.04937252311757,81.0,15.450480393447549,12112,82.04937252311757
59,10,outer,80.83329082097438,81.0,16.426138741143614,27443,80.83329082097438
59,20,outer,79.4982142330057,80.0,23.566378042244047,67758,79.4982142330057
59,25,outer,79.0726523834683,80.0,25.386419902706525,92743,79.0726523834683
60,5,outer,80.32842865074959,81.0,8.253185223050272,7204,80.32842865074959
60,5,inner,81.45742753623189,82.0,2.0900614027952185,3312,81.45742753623189
60,10,outer,80.46229265233997,82.0,17.05118823963895,17543,80.46229265233997
60,20,outer,81.42954902165951,82.0,21.55515084920238,47785,81.42954902165951
60,25,outer,80.99259718959173,81.0,22.02243115998851,67677,80.99259718959173
61,5,outer,77.69314819030275,80.0,9.373310470848121,4393,77.69314819030275
61,10,outer,77.27253022092539,80.0,8.452284228988207,11995,77.27253022092539
61,20,outer,76.05165731631298,79.0,12.03559547665974,36897,76.05165731631298
61,25,outer,75.49508717494089,79.0,15.321451400806337,54144,75.49508717494089
62,5,outer,60.301672962763085,60.0,14.842248338823014,5559,60.301672962763085
62,10,outer,56.653862389193755,58.0,15.976513389562644,14214,56.653862389193755
62,20,outer,55.57230058365759,57.0,16.76079494933859,41120,55.57230058365759
62,25,outer,56.30406884704773,58.0,16.623484727454887,59378,56.30406884704773
63,5,outer,63.30767965795099,63.0,11.941102318387111,6081,63.30767965795099
63,10,outer,60.89933240795823,60.0,12.064667239573879,15129,60.89933240795823
63,20,outer,58.96852991412995,60.0,14.909465486323468,42739,58.96852991412995
63,25,outer,58.965091264667535,60.0,15.690647997277258,61360,58.965091264667535
64,5,outer,62.48880931065354,64.0,15.685959888237104,21223,62.48880931065354
64,5,inner,64.42055398381473,64.0,13.184424742433691,15199,64.42055398381473
64,10,outer,61.42905305360031,64.0,16.73802835859796,43899,61.42905305360031
64,10,inner,63.46586456460609,63.0,11.971801047285002,21693,63.46586456460609
64,20,outer,58.35152471408388,62.0,18.75563848423961,96969,58.35152471408388
64,25,outer,56.89423776552048,62.0,19.359378304854264,127815,56.89423776552048
65,5,outer,52.38607151203552,56.0,14.321454022042337,4279,52.38607151203552
65,10,outer,56.235471114167815,59.0,13.6082193984953,11632,56.235471114167815
65,20,outer,51.26599148604657,58.0,18.82660583791858,35941,51.26599148604657
65,25,outer,48.66882135026839,56.0,19.947055634770372,52908,48.66882135026839
66,5,outer,67.25085110195306,75.0,19.202813322567906,5581,67.25085110195306
66,10,outer,69.31007035747281,75.0,18.230701559645418,14071,69.31007035747281
66,20,outer,70.19007633587786,76.0,21.764114402254894,40610,70.19007633587786
66,25,outer,67.82380213748786,75.0,25.540002784885342,58667,67.82380213748786
67,5,outer,60.6365020521647,61.0,11.065513395463364,15106,60.6365020521647
67,5,inner,63.68291311275659,63.0,11.890462569167312,10669,63.68291311275659
67,10,outer,59.39944827586207,61.0,14.091513045996358,32625,59.39944827586207
67,10,inner,62.89181048007531,62.0,11.801925253022052,15935,62.89181048007531
67,20,outer,54.97776824926587,59.0,18.287559992104832,76962,54.97776824926587
67,25,outer,53.020848974877275,58.0,19.49091884008861,103890,53.020848974877275
68,5,outer,75.36663783160323,80.0,12.931773767695931,6936,75.36663783160323
68,10,outer,75.46957355055103,79.0,11.420824252347092,16696,75.46957355055103
68,20,outer,76.20742987111448,79.0,11.865758440277993,46165,76.20742987111448
68,25,outer,76.12172401701453,79.0,14.43705957709147,65591,76.12172401701453
69,5,outer,3.171706989247312,2.0,2.566275917781973,2976,3.171706989247312
69,10,outer,3.812048861743476,3.0,2.709452323482751,7204,3.812048861743476
69,20,outer,22.92891344383057,4.0,65.54794320020702,19005,22.92891344383057
69,25,outer,61.72086590499098,6.0,104.1796944456471,33260,61.72086590499098
70,5,outer,48.530150753768844,51.0,17.381306716258095,2786,48.530150753768844
70,10,outer,44.25361247013312,46.0,17.78221141041456,8789,44.25361247013312
70,20,outer,47.82594562647754,50.0,24.900858276375068,30456,47.82594562647754
70,25,outer,49.62756750894697,52.0,25.16568756973949,46105,49.62756750894697
71,5,outer,29.257314795600745,24.0,18.751689027630864,4819,29.257314795600745
71,10,outer,29.0769535898453,23.0,26.15419955390078,12605,29.0769535898453
71,20,outer,32.074589361758406,26.0,23.0650275185668,37807,32.074589361758406
71,25,outer,33.61818741846644,27.0,23.098340226006655,55192,33.61818741846644
72,5,outer,79.93233424159855,80.0,30.032928626896584,8808,79.93233424159855
72,10,outer,75.38924647921405,79.0,28.574185337199697,20663,75.38924647921405
72,20,outer,75.37217062454813,79.0,23.892672560020408,53943,75.37217062454813
72,25,outer,75.55384697102488,79.0,22.939268769143048,75306,75.55384697102488
73,5,outer,71.14205306888233,73.0,10.268555670578383,11193,71.14205306888233
73,5,inner,67.51243074300326,71.0,15.375060304710637,7039,67.51243074300326
73,10,outer,71.60873532211995,73.0,9.721878119651594,25208,71.60873532211995
73,20,outer,68.14006670603067,71.0,13.280100469715128,62663,68.14006670603067
73,25,outer,65.1304009748738,67.0,16.117052401343667,86165,65.1304009748738
74,5,outer,29.449328449328448,22.0,18.888873892746417,3276,29.449328449328448
74,10,outer,30.220012366034624,22.0,19.613677345007904,9704,30.220012366034624
74,20,outer,42.946977697707645,38.0,22.768019133240365,32194,42.946977697707645
74,25,outer,46.903285956988356,50.0,22.815568603405577,48266,46.903285956988356
75,5,outer,75.6611852311511,79.0,23.897183934984238,3223,75.6611852311511
75,10,outer,76.45054945054945,80.0,17.713882143031917,9555,76.45054945054945
75,20,outer,72.28634596086302,78.0,21.961206827913955,31888,72.28634596086302
75,25,outer,71.5835057147036,78.0,22.210214156830425,47859,71.5835057147036
76,5,outer,74.91019455252918,77.0,20.93387470295169,6425,74.91019455252918
76,10,outer,75.3232859399684,78.0,22.230684953451096,15825,75.3232859399684
76,20,outer,72.80033986631925,77.0,25.80936666427104,44135,72.80033986631925
76,25,outer,72.7876238016005,77.0,25.72766003420705,63105,72.7876238016005
77,5,outer,72.18077055383557,77.0,12.463865971752195,5814,72.18077055383557
77,10,outer,68.70689061747092,71.0,14.268159078111477,14527,68.70689061747092
77,20,outer,64.51149065330507,67.0,18.080976795700064,41512,64.51149065330507
77,25,outer,62.416300112057,67.0,20.45549484989612,59791,62.416300112057
78,5,outer,50.46927871772039,56.0,16.325287455108462,3369,50.46927871772039
78,10,outer,50.083316460822026,54.0,16.596275688520382,9878,50.083316460822026
78,20,outer,49.32311841137534,53.0,18.05989856678767,32632,49.32311841137534
78,25,outer,49.30832923430071,53.0,17.503038580390267,48792,49.30832923430071
79,5,outer,131.2448483297069,75.0,94.69828043075721,7813,131.2448483297069
79,10,outer,133.19715283373623,74.0,100.0588235394342,18615,133.19715283373623
79,20,outer,138.38772316950852,74.0,101.59293703944431,49850,138.38772316950852
79,25,outer,142.46827665656866,75.0,101.03815211142853,70311,142.46827665656866
80,5,outer,82.59796910755149,80.0,29.775809168936952,6992,82.59796910755149
80,10,outer,104.53005175252882,81.0,64.79712002337448,17004,104.53005175252882
80,20,outer,121.64637364051741,81.0,77.0500121145375,46617,121.64637364051741
80,25,outer,131.69671066541818,82.0,81.69766053989964,66214,131.69671066541818
81,5,outer,75.46348794532683,76.0,11.757669067945033,31606,75.46348794532683
81,5,inner,74.87339263695614,76.0,7.667072257258914,22708,74.87339263695614
81,10,outer,73.96337728891945,76.0,15.292447441757297,64004,73.96337728891945
81,10,inner,74.72001615291425,76.0,7.1338625841290915,29716,74.72001615291425
81,20,outer,73.51641992220407,76.0,17.154372555770987,136511,73.51641992220407
81,25,outer,73.54974903878184,77.0,17.61713343985397,177119,73.54974903878184
82,5,outer,60.590783016855134,64.0,14.733585477879906,4687,60.590783016855134
82,10,outer,61.55179090029041,64.0,19.354940615293145,12396,61.55179090029041
82,20,outer,59.659762127488975,65.0,23.02741962474112,37415,59.659762127488975
82,25,outer,58.96856219059971,65.0,23.738087374560973,54743,58.96856219059971
83,5,outer,40.42780557541101,38.0,23.16163576345214,2798,40.42780557541101
83,10,outer,39.65831149595534,33.0,29.077507727498666,8777,39.65831149595534
83,20,outer,41.26877015200368,37.0,25.76454896122269,30394,41.26877015200368
83,25,outer,43.4619177963156,41.0,24.73975478199243,46032,43.4619177963156
84,5,outer,46.858333333333334,50.0,16.983224975120468,3840,46.858333333333334
84,10,outer,51.54258586986875,54.0,17.17664592735291,10743,51.54258586986875
84,20,outer,52.87801738010943,55.0,19.531182293797166,34177,52.87801738010943
84,25,outer,52.999191895301166,55.0,19.905468295507642,50736,52.999191895301166
85,5,outer,61.27049180327869,66.0,20.95285339000082,6710,61.27049180327869
85,10,outer,58.61563438093488,65.0,21.3538502310561,16323,58.61563438093488
85,20,outer,53.7905830094392,62.0,23.87216575370278,45025,53.7905830094392
85,25,outer,51.15571381819882,61.0,25.61061011855901,64169,51.15571381819882
86,5,outer,40.897940710568,32.0,24.068107759069154,4419,40.897940710568
86,10,outer,36.538455058546035,30.0,20.508439504656693,11871,36.538455058546035
86,20,outer,41.65703624440969,35.0,23.002900964194584,36447,41.65703624440969
86,25,outer,46.92408704585785,49.0,23.621707113882007,53535,46.92408704585785
87,5,outer,75.38928804702809,78.0,10.581132465092315,4593,75.38928804702809
87,10,outer,75.88031301482702,78.0,8.756175014838933,12140,75.88031301482702
87,20,outer,76.42979717070787,78.0,7.3958263263457065,36829,76.42979717070787
87,25,outer,76.52935514918191,78.0,6.993358019703316,54028,76.52935514918191
88,5,outer,68.45988258317026,68.0,35.568986206325704,7154,68.45988258317026
88,10,outer,67.51668992789021,71.0,32.48635461570263,17196,67.51668992789021
88,20,outer,72.08627903005464,74.0,34.91052467642202,46848,72.08627903005464
88,25,outer,72.58637451278425,75.0,33.90878800293897,66449,72.58637451278425
89,5,outer,7.468571428571429,6.0,5.413428000914802,2100,7.468571428571429
89,10,outer,10.536890202929714,8.0,18.58278774805026,7441,10.536890202929714
89,20,outer,66.14205997767938,12.0,99.51039111786339,27777,66.14205997767938
89,25,outer,84.30728374552517,17.0,107.19049439237969,42739,84.30728374552517
90,5,outer,37.94211544663012,30.0,29.708278024925622,6202,37.94211544663012
90,10,outer,35.34009655532359,27.0,27.213484273342853,15328,35.34009655532359
90,20,outer,36.59578557369457,30.0,24.26447711510454,43185,36.59578557369457
90,25,outer,37.99544382331082,33.0,23.225530930971853,61894,37.99544382331082
91,5,outer,64.17957629923866,65.0,13.087046943522967,6042,64.17957629923866
91,10,outer,63.99724924521973,66.0,20.527316933892386,14905,63.99724924521973
91,20,outer,61.54092695166406,67.0,22.390352978090085,42246,61.54092695166406
91,25,outer,61.11825637309795,67.0,23.01578942432763,60724,61.11825637309795
92,5,outer,76.34193954659949,80.0,11.043802381844856,3176,76.34193954659949
92,10,outer,75.53650627615063,80.0,15.20372552377416,9560,75.53650627615063
92,20,outer,76.27476448311477,80.0,13.662411087270037,31951,76.27476448311477
92,25,outer,76.31307047888967,80.0,13.095515006244776,47986,76.31307047888967
93,5,outer,83.91705034902718,80.0,26.717982938474204,13466,83.91705034902718
93,5,inner,79.71122863116467,80.0,1.337700813516674,8131,79.71122863116467
93,10,outer,92.0578919172303,80.0,45.561431792636654,29866,92.0578919172303
93,20,outer,114.30146104575711,80.0,69.91049828782546,71661,114.30146104575711
93,25,outer,123.0639625263808,81.0,75.55082670951188,97135,123.0639625263808
94,5,outer,75.81747269890796,79.0,32.282942647562,5769,75.81747269890796
94,10,outer,71.68925104022192,77.0,31.71030727775872,14420,71.68925104022192
94,20,outer,71.49366261912824,77.0,26.408936092895946,41342,71.49366261912824
94,25,outer,72.03335625283,78.0,24.40188769751262,59629,72.03335625283
95,5,outer,15.8077671301967,9.0,17.20141114789782,13879,15.8077671301967
95,5,inner,18.879105135552127,12.0,14.269464965767579,9074,18.879105135552127
95,10,outer,14.673761975441911,7.0,17.462721201627495,29644,14.673761975441911
95,10,inner,19.10642677441488,13.0,13.45028719120436,13117,19.10642677441488
95,20,outer,12.873954436232017,6.0,16.494918219656128,65754,12.873954436232017
95,25,outer,17.004055121769845,6.0,37.61015450253218,86064,17.004055121769845
96,5,outer,17.99173658784643,14.0,14.020445927352185,15732,17.99173658784643
96,5,inner,22.485474959900195,18.0,14.799362521067675,11222,22.485474959900195
96,10,outer,16.92319345553704,13.0,13.337494257923147,33005,16.92319345553704
96,20,outer,17.15439142006377,13.0,13.260721187537413,75898,17.15439142006377
96,25,outer,17.05967120548187,13.0,12.87524446144949,102009,17.05967120548187
97,5,outer,249.59691233722648,253.0,25.113532752620106,37245,249.59691233722648
97,5,inner,252.98587524225601,253.0,1.7426664030631558,30443,252.98587524225601
97,10,outer,248.4543946014713,253.0,28.562376389320182,72316,248.4543946014713
97,10,inner,252.99051338054582,253.0,1.428184050445708,45327,252.99051338054582
97,20,outer,237.8996258685195,253.0,49.20299507775058,149680,237.8996258685195
97,25,outer,233.58977447356398,253.0,54.82682488091223,192616,233.58977447356398
98,5,outer,2.918283362727807,2.0,2.180378722640663,3402,2.918283362727807
98,10,outer,11.855102996254681,2.0,47.01189762142047,8544,11.855102996254681
98,20,outer,57.54621848739496,4.0,102.87683220485701,27608,57.54621848739496
98,25,outer,70.01300288184439,4.0,110.03297642111355,43375,70.01300288184439
99,5,outer,113.7888213640027,79.0,71.61769610883988,91818,113.7888213640027
99,5,inner,77.7449879058517,79.0,9.372339042952536,85992,77.7449879058517
99,10,outer,115.83006107353832,80.0,72.97689340536755,179947,115.83006107353832
99,10,inner,77.66253403772069,79.0,7.788635427660249,159382,77.66253403772069
99,20,outer,119.23888853028589,80.0,75.25059347512659,356321,119.23888853028589
99,20,inner,77.64076768030847,79.0,6.886604966459548,285275,77.64076768030847
99,25,outer,121.02764345583495,80.0,76.34062106273089,446688,121.02764345583495
99,25,inner,77.66709951178636,79.0,6.628062370151171,336533,77.66709951178636
100,5,outer,121.61313660704113,79.0,82.72647585906672,70216,121.61313660704113
100,5,inner,72.21608275775854,78.0,16.110312720370978,63994,72.21608275775854
100,10,outer,120.05708369006067,79.0,83.64876499220618,136659,120.05708369006067
100,10,inner,72.88026195176985,78.0,13.904405218317294,113456,72.88026195176985
100,20,outer,118.8609885437538,79.0,85.35578944786403,273999,118.8609885437538
100,20,inner,73.6155403440485,78.0,12.546343399782042,178812,73.6155403440485
100,25,outer,118.06619040169647,79.0,86.6407683967124,345186,118.06619040169647
100,25,inner,73.68843628434797,78.0,12.33789285170554,201795,73.68843628434797
101,5,outer,75.96192536134858,29.0,95.50744229719132,29127,75.96192536134858
101,5,inner,41.997878749310594,43.0,20.17927152280953,23571,41.997878749310594
101,10,outer,80.34981001667727,22.0,102.8555868656963,58163,80.34981001667727
101,10,inner,44.10615041427661,46.0,19.440474272222296,31380,44.10615041427661
101,20,outer,93.12955618198505,16.0,112.887200884545,122032,93.12955618198505
101,25,outer,102.1339693758859,17.0,116.63472494291614,157327,102.1339693758859
102,5,outer,70.08201727024986,76.0,13.995081728169177,91371,70.08201727024986
102,5,inner,71.97418728334142,77.0,13.450279849406304,88561,71.97418728334142
102,10,outer,68.60376812744937,75.0,15.904860967050391,176321,68.60376812744937
102,10,inner,73.13433810190386,78.0,12.206100763322542,159307,73.13433810190386
102,20,outer,66.62822118618514,73.0,18.063182226596272,344904,66.62822118618514
102,20,inner,73.50996963053841,78.0,11.560990514645654,248605,73.50996963053841
102,25,outer,65.670111654731,72.0,19.819810740086744,431061,65.670111654731
102,25,inner,73.74922877602765,78.0,11.403833898797439,269377,73.74922877602765
103,5,outer,156.04579380580358,81.0,86.62504245111376,28672,156.04579380580358
103,5,inner,79.0840207090207,79.0,11.142862965410199,22792,79.0840207090207
103,10,outer,158.53309105799252,81.0,87.04174057137244,58611,158.53309105799252
103,10,inner,79.02206947482034,79.0,9.084161725939147,35207,79.02206947482034
103,20,outer,168.37399181626813,253.0,87.37751026004459,126837,168.37399181626813
103,25,outer,172.85302851613292,253.0,87.0420265421463,165345,172.85302851613292
104,5,outer,16.92130314232902,13.0,11.602189980769976,43280,16.92130314232902
104,5,inner,15.5359492481203,11.0,15.831252747059654,38304,15.5359492481203
104,10,outer,16.080771979985705,12.0,11.502111919573398,86738,16.080771979985705
104,10,inner,14.409461005315928,10.0,18.691671141664717,59444,14.409461005315928
104,20,outer,14.749232116917822,11.0,10.957667527006612,180366,14.749232116917822
104,25,outer,14.534408039992568,11.0,10.86064369211009,231443,14.534408039992568
105,5,outer,162.90525942978573,253.0,95.69056284115801,28235,162.90525942978573
105,5,inner,55.34687987069214,57.0,36.280894845164184,17323,55.34687987069214
105,10,outer,163.2480362971199,253.0,94.50629695280159,55762,163.2480362971199
105,20,outer,166.96488606021933,253.0,93.38407218880317,119098,166.96488606021933
105,25,outer,168.15320990994474,253.0,92.87459006453201,155238,168.15320990994474
106,5,outer,194.5681649940498,253.0,88.97209283745458,106719,194.5681649940498
106,5,inner,252.4398132169323,253.0,10.847658549187656,98510,252.4398132169323
106,10,outer,196.80588703261733,253.0,87.805682559178,211176,196.80588703261733
106,10,inner,252.68450591529975,253.0,8.144178258467567,174970,252.68450591529975
106,20,outer,198.20453106196035,253.0,87.2734295112682,427935,198.20453106196035
106,20,inner,252.78097868355476,253.0,6.787627262499381,252012,252.78097868355476
106,25,outer,197.62225944537502,253.0,87.78740962238561,537300,197.62225944537502
106,25,inner,252.78807405330886,253.0,6.677433228528096,260407,252.78807405330886
107,5,outer,243.32237618421496,253.0,40.02701097336485,29661,243.32237618421496
107,5,inner,253.0,253.0,0.0,25221,253.0
107,10,outer,234.80015534108938,253.0,53.60387702934991,60512,234.80015534108938
107,10,inner,253.0,253.0,0.0,42021,253.0
107,20,outer,215.33314449327065,253.0,72.19295298981582,130622,215.33314449327065
107,25,outer,206.73277724471234,253.0,77.54877512924736,169877,206.73277724471234
