handle,old_rating,new_rating,change,rank,contest_id,contest_name
youngherd,0,967,967,1,2019,Codeforces Round 975 (Div. 2)
Cylrx,1352,1839,487,2,2019,Codeforces Round 975 (Div. 2)
dieselhuang,1871,2146,275,3,2019,Codeforces Round 975 (Div. 2)
529,1632,2052,420,4,2019,Codeforces Round 975 (Div. 2)
JiangYang,1429,1891,462,5,2019,Codeforces Round 975 (Div. 2)
BaoJiaoPenguin,1848,2154,306,6,2019,Codeforces Round 975 (Div. 2)
Quiet_DataStructures,1872,2154,282,7,2019,Codeforces Round 975 (Div. 2)
gsn531,1513,1850,337,8,2019,Codeforces Round 975 (Div. 2)
sim_ba,1794,2030,236,9,2019,Codeforces Round 975 (Div. 2)
Auroraaa,1894,2094,200,10,2019,Codeforces Round 975 (Div. 2)
hackerchr,1865,2069,204,11,2019,Codeforces Round 975 (Div. 2)
Displace_,1132,1639,507,12,2019,Codeforces Round 975 (Div. 2)
-hihi-,1709,2006,297,13,2019,Codeforces Round 975 (Div. 2)
ktq_cpp,1787,2003,216,14,2019,Codeforces Round 975 (Div. 2)
akane,1674,1923,249,15,2019,Codeforces Round 975 (Div. 2)
MoRanFirstWife,903,1477,574,16,2019,Codeforces Round 975 (Div. 2)
Zqr123456,0,837,837,17,2019,Codeforces Round 975 (Div. 2)
ponjuice,0,834,834,18,2019,Codeforces Round 975 (Div. 2)
That_Salamander,1832,2024,192,19,2019,Codeforces Round 975 (Div. 2)
qiuyuanzhi,1889,2061,172,20,2019,Codeforces Round 975 (Div. 2)
dsbdsb,1828,2016,188,21,2019,Codeforces Round 975 (Div. 2)
allen0616,1674,1909,235,22,2019,Codeforces Round 975 (Div. 2)
qsj,1883,2050,167,23,2019,Codeforces Round 975 (Div. 2)
dxh3434,1691,1915,224,24,2019,Codeforces Round 975 (Div. 2)
complexsterling,1396,1723,327,25,2019,Codeforces Round 975 (Div. 2)
truly_handsome,1713,1926,213,26,2019,Codeforces Round 975 (Div. 2)
Promise_,1738,1941,203,27,2019,Codeforces Round 975 (Div. 2)
mono_1729,672,1278,606,28,2019,Codeforces Round 975 (Div. 2)
ibrm,1613,1853,240,29,2019,Codeforces Round 975 (Div. 2)
2563135595,0,810,810,30,2019,Codeforces Round 975 (Div. 2)
jr_zlw,1699,1909,210,31,2019,Codeforces Round 975 (Div. 2)
WangTianzhuo,1873,2027,154,32,2019,Codeforces Round 975 (Div. 2)
sorohue,1864,2019,155,33,2019,Codeforces Round 975 (Div. 2)
sparsetable,1862,2016,154,34,2019,Codeforces Round 975 (Div. 2)
n11k,1775,1954,179,35,2019,Codeforces Round 975 (Div. 2)
Sir-Ahmed-Imran,1884,2029,145,36,2019,Codeforces Round 975 (Div. 2)
OldHackerTree,802,1351,549,37,2019,Codeforces Round 975 (Div. 2)
kxb75,1837,1993,156,38,2019,Codeforces Round 975 (Div. 2)
sjm150,1837,1989,152,39,2019,Codeforces Round 975 (Div. 2)
Hongruizhao,1700,1895,195,39,2019,Codeforces Round 975 (Div. 2)
Rice_tawara459,1139,1587,448,39,2019,Codeforces Round 975 (Div. 2)
PNJ0714,712,1285,573,42,2019,Codeforces Round 975 (Div. 2)
Forever1507,1829,1981,152,43,2019,Codeforces Round 975 (Div. 2)
syrtin,1827,1978,151,44,2019,Codeforces Round 975 (Div. 2)
nguyenhongnam207,1814,1968,154,45,2019,Codeforces Round 975 (Div. 2)
tkdqmx,1192,1607,415,46,2019,Codeforces Round 975 (Div. 2)
LoopHero,1807,1961,154,47,2019,Codeforces Round 975 (Div. 2)
CrH2,1835,1979,144,48,2019,Codeforces Round 975 (Div. 2)
b02,1582,1807,225,49,2019,Codeforces Round 975 (Div. 2)
nkny,1777,1936,159,50,2019,Codeforces Round 975 (Div. 2)
purinliang,1798,1950,152,50,2019,Codeforces Round 975 (Div. 2)
pseudorandom_name,701,1266,565,52,2019,Codeforces Round 975 (Div. 2)
Irafish,538,1159,621,53,2019,Codeforces Round 975 (Div. 2)
Ggg_,1849,1983,134,54,2019,Codeforces Round 975 (Div. 2)
MuQ,1637,1837,200,55,2019,Codeforces Round 975 (Div. 2)
w050423,1669,1857,188,56,2019,Codeforces Round 975 (Div. 2)
KobicGend,1733,1900,167,57,2019,Codeforces Round 975 (Div. 2)
HY_Spark,1752,1912,160,58,2019,Codeforces Round 975 (Div. 2)
Sanae,1781,1931,150,59,2019,Codeforces Round 975 (Div. 2)
Qiaoqia,1061,1515,454,60,2019,Codeforces Round 975 (Div. 2)
Andrei.E,1791,1936,145,61,2019,Codeforces Round 975 (Div. 2)
mnasser02,1838,1968,130,62,2019,Codeforces Round 975 (Div. 2)
alexok2006,1857,1981,124,63,2019,Codeforces Round 975 (Div. 2)
SwitchBoard,0,772,772,64,2019,Codeforces Round 975 (Div. 2)
ShelpAm,1617,1816,199,65,2019,Codeforces Round 975 (Div. 2)
FakeDuck,1723,1886,163,66,2019,Codeforces Round 975 (Div. 2)
ayachc,1872,1989,117,67,2019,Codeforces Round 975 (Div. 2)
kidcodeforces,1840,1966,126,68,2019,Codeforces Round 975 (Div. 2)
heaven2808h,1891,2001,110,69,2019,Codeforces Round 975 (Div. 2)
born_to_sun,0,767,767,69,2019,Codeforces Round 975 (Div. 2)
Satyanweshi45,1885,1996,111,71,2019,Codeforces Round 975 (Div. 2)
_greedy,1707,1872,165,72,2019,Codeforces Round 975 (Div. 2)
Timonnable,1886,1996,110,73,2019,Codeforces Round 975 (Div. 2)
Wf_yjqd,1809,1940,131,74,2019,Codeforces Round 975 (Div. 2)
Random_is_perfect,1631,1876,245,75,2019,Codeforces Round 975 (Div. 2)
Keeeeepy,1860,1975,115,76,2019,Codeforces Round 975 (Div. 2)
soham_c04,1718,1875,157,77,2019,Codeforces Round 975 (Div. 2)
frexe,1883,1990,107,78,2019,Codeforces Round 975 (Div. 2)
MarcusL,1888,1993,105,79,2019,Codeforces Round 975 (Div. 2)
4TZdhjeb,1625,1811,186,80,2019,Codeforces Round 975 (Div. 2)
SuffiksniyAvtomat,1720,1873,153,81,2019,Codeforces Round 975 (Div. 2)
yaya,1892,1994,102,81,2019,Codeforces Round 975 (Div. 2)
syun0713,1737,1885,148,83,2019,Codeforces Round 975 (Div. 2)
tonimondejar,1773,1909,136,84,2019,Codeforces Round 975 (Div. 2)
XiaY,1723,1874,151,85,2019,Codeforces Round 975 (Div. 2)
