handle,old_rating,new_rating,change,rank,contest_id,contest_name
LGlcx,0,1008,1008,1,2031,Codeforces Round 987 (Div. 2)
Sky_Maths,1517,2026,509,2,2031,Codeforces Round 987 (Div. 2)
G2Esports,1753,2151,398,3,2031,Codeforces Round 987 (Div. 2)
boboquack,1328,1866,538,4,2031,Codeforces Round 987 (Div. 2)
ac_de_taffy,751,1454,703,5,2031,Codeforces Round 987 (Div. 2)
Jack.YT,1686,2016,330,6,2031,Codeforces Round 987 (Div. 2)
Alex2184,1933,2171,238,7,2031,Codeforces Round 987 (Div. 2)
MrPizza,2019,2223,204,8,2031,Codeforces Round 987 (Div. 2)
priyanshu.p,1807,2073,266,9,2031,Codeforces Round 987 (Div. 2)
CC_cccc,510,1265,755,10,2031,Codeforces Round 987 (Div. 2)
SpinSpen,2093,2258,165,11,2031,Codeforces Round 987 (Div. 2)
CuteExp10re,2077,2243,166,12,2031,Codeforces Round 987 (Div. 2)
yjx120921,1954,2153,199,13,2031,Codeforces Round 987 (Div. 2)
ghc986,1793,2041,248,14,2031,Codeforces Round 987 (Div. 2)
Timonnable,1978,2162,184,15,2031,Codeforces Round 987 (Div. 2)
fried-chicken_fan,1941,2134,193,16,2031,Codeforces Round 987 (Div. 2)
programpiggy,2046,2203,157,17,2031,Codeforces Round 987 (Div. 2)
jaewoo2009,2034,2192,158,18,2031,Codeforces Round 987 (Div. 2)
panhuachao,2068,2213,145,19,2031,Codeforces Round 987 (Div. 2)
Cat_Mouse,0,864,864,20,2031,Codeforces Round 987 (Div. 2)
born_to_sun,1585,1934,349,21,2031,Codeforces Round 987 (Div. 2)
Ackhava,1847,2056,209,22,2031,Codeforces Round 987 (Div. 2)
Gnilgnef,927,1490,563,23,2031,Codeforces Round 987 (Div. 2)
Vincella,1504,1892,388,24,2031,Codeforces Round 987 (Div. 2)
disenchanted_,2016,2201,185,24,2031,Codeforces Round 987 (Div. 2)
ean020920,1048,1584,536,26,2031,Codeforces Round 987 (Div. 2)
rev_retah,1470,1844,374,27,2031,Codeforces Round 987 (Div. 2)
cutx86,1630,1900,270,28,2031,Codeforces Round 987 (Div. 2)
volwerine,2063,2191,128,29,2031,Codeforces Round 987 (Div. 2)
parkky,2062,2188,126,30,2031,Codeforces Round 987 (Div. 2)
0x706163,828,1407,579,31,2031,Codeforces Round 987 (Div. 2)
2021ChengHuaide,1559,1895,336,31,2031,Codeforces Round 987 (Div. 2)
Idam,1695,1934,239,33,2031,Codeforces Round 987 (Div. 2)
toycargogogo,0,836,836,34,2031,Codeforces Round 987 (Div. 2)
wozchod,1664,1912,248,35,2031,Codeforces Round 987 (Div. 2)
Reynard1ng,1659,1958,299,36,2031,Codeforces Round 987 (Div. 2)
merom,1986,2182,196,37,2031,Codeforces Round 987 (Div. 2)
yinyizhe,2001,2135,134,38,2031,Codeforces Round 987 (Div. 2)
gdf_yhm,2004,2136,132,39,2031,Codeforces Round 987 (Div. 2)
minaduki_maple,2064,2177,113,40,2031,Codeforces Round 987 (Div. 2)
MioCid,1954,2154,200,41,2031,Codeforces Round 987 (Div. 2)
jianylg,1992,2123,131,42,2031,Codeforces Round 987 (Div. 2)
yzq_yzq,1902,2060,158,43,2031,Codeforces Round 987 (Div. 2)
i_am_mamba,810,1379,569,44,2031,Codeforces Round 987 (Div. 2)
lucky_clover_,1773,1970,197,45,2031,Codeforces Round 987 (Div. 2)
Holpens,1846,2018,172,46,2031,Codeforces Round 987 (Div. 2)
Nimimax,1654,1889,235,47,2031,Codeforces Round 987 (Div. 2)
curl1,791,1362,571,48,2031,Codeforces Round 987 (Div. 2)
yaoyanfeng,2095,2187,92,49,2031,Codeforces Round 987 (Div. 2)
Contest4Fun,1847,2014,167,49,2031,Codeforces Round 987 (Div. 2)
Blame.k,1998,2117,119,51,2031,Codeforces Round 987 (Div. 2)
h2rsh,1977,2102,125,52,2031,Codeforces Round 987 (Div. 2)
Tyx2019,2038,2144,106,53,2031,Codeforces Round 987 (Div. 2)
Citnaris,1970,2095,125,54,2031,Codeforces Round 987 (Div. 2)
x1aoH,1738,1936,198,55,2031,Codeforces Round 987 (Div. 2)
yanb0,1997,2112,115,56,2031,Codeforces Round 987 (Div. 2)
shuhaoxuan_akioi,1448,1744,296,57,2031,Codeforces Round 987 (Div. 2)
xiang_xiang,1999,2111,112,57,2031,Codeforces Round 987 (Div. 2)
zkw465,2048,2145,97,59,2031,Codeforces Round 987 (Div. 2)
SpadeA261,2093,2177,84,60,2031,Codeforces Round 987 (Div. 2)
Pagode_Paiva,2039,2137,98,61,2031,Codeforces Round 987 (Div. 2)
limei,0,803,803,62,2031,Codeforces Round 987 (Div. 2)
IAmMilkDragon,2012,2116,104,63,2031,Codeforces Round 987 (Div. 2)
quio_,754,1322,568,63,2031,Codeforces Round 987 (Div. 2)
turska,1817,1981,164,65,2031,Codeforces Round 987 (Div. 2)
2022dyx,969,1483,514,66,2031,Codeforces Round 987 (Div. 2)
