handle,old_rating,new_rating,change,rank,contest_id,contest_name
Kevin114514,3136,3341,205,1,2035,Codeforces Global Round 27
275307894a,2847,3083,236,2,2035,Codeforces Global Round 27
jiangly,3904,3831,-73,3,2035,Codeforces Global Round 27
JoesSR,2890,3070,180,4,2035,Codeforces Global Round 27
ksun48,3321,3373,52,5,2035,Codeforces Global Round 27
turmax,3309,3352,43,6,2035,Codeforces Global Round 27
dXqwq,3101,3188,87,7,2035,Codeforces Global Round 27
hos.lyric,3179,3237,58,8,2035,Codeforces Global Round 27
heuristica,3300,3320,20,9,2035,Codeforces Global Round 27
jiangbowen,2922,3035,113,10,2035,Codeforces Global Round 27
LJC00118,3297,3305,8,11,2035,Codeforces Global Round 27
ecnerwala,3494,3446,-48,12,2035,Codeforces Global Round 27
peti1234,3050,3112,62,13,2035,Codeforces Global Round 27
no_dream,2646,2813,167,14,2035,Codeforces Global Round 27
PinkieRabbit,2654,2814,160,15,2035,Codeforces Global Round 27
GroupMatrix,2703,2845,142,16,2035,Codeforces Global Round 27
sammyuri,2387,2613,226,17,2035,Codeforces Global Round 27
LipArcanjo,2530,2712,182,18,2035,Codeforces Global Round 27
Ormlis,3159,3168,9,19,2035,Codeforces Global Round 27
hhhgjyismine,2508,2689,181,20,2035,Codeforces Global Round 27
CJ_xde_pt,2623,2769,146,21,2035,Codeforces Global Round 27
ymmparsa,2752,2859,107,22,2035,Codeforces Global Round 27
taeyeon_ss,2524,2691,167,23,2035,Codeforces Global Round 27
orz,2700,2816,116,24,2035,Codeforces Global Round 27
xuanxuan001,2939,2988,49,25,2035,Codeforces Global Round 27
A_G,2806,2887,81,26,2035,Codeforces Global Round 27
244mhq,2919,2968,49,27,2035,Codeforces Global Round 27
potato167,3091,3093,2,28,2035,Codeforces Global Round 27
maspy,3143,3129,-14,29,2035,Codeforces Global Round 27
BurnedChicken,3113,3105,-8,30,2035,Codeforces Global Round 27
rqoi031,2391,2573,182,31,2035,Codeforces Global Round 27
dog_of_Nesraychan,2790,2859,69,32,2035,Codeforces Global Round 27
zhaohaikun,2465,2622,157,32,2035,Codeforces Global Round 27
_l_l_,2653,2757,104,34,2035,Codeforces Global Round 27
QwertyPi,2692,2783,91,35,2035,Codeforces Global Round 27
-Eternity-,2949,2971,22,36,2035,Codeforces Global Round 27
jason_sun,2542,2670,128,37,2035,Codeforces Global Round 27
oleh1421,2863,2903,40,38,2035,Codeforces Global Round 27
Rubikun,2989,2995,6,39,2035,Codeforces Global Round 27
kotatsugame,3055,3042,-13,40,2035,Codeforces Global Round 27
arvindf232,3009,3007,-2,41,2035,Codeforces Global Round 27
yuto1115,2964,2971,7,42,2035,Codeforces Global Round 27
bashkort,2827,2868,41,43,2035,Codeforces Global Round 27
Hyperbolic,2439,2582,143,44,2035,Codeforces Global Round 27
crazy_sea,3105,3073,-32,45,2035,Codeforces Global Round 27
shiomusubi496,2888,2909,21,46,2035,Codeforces Global Round 27
le0n,2867,2892,25,47,2035,Codeforces Global Round 27
Focalors,2492,2614,122,48,2035,Codeforces Global Round 27
noimi,2966,2962,-4,49,2035,Codeforces Global Round 27
alireza_kaviani,2784,2826,42,50,2035,Codeforces Global Round 27
Karuna,2909,2917,8,51,2035,Codeforces Global Round 27
PCTprobability,2820,2850,30,52,2035,Codeforces Global Round 27
