handle,old_rating,new_rating,change,rank,contest_id,contest_name
ilovelll,0,898,898,1,1999,Codeforces Round 964 (Div. 4)
vjudge88,730,1377,647,2,1999,Codeforces Round 964 (Div. 4)
ngocnghia,1284,1727,443,3,1999,Codeforces Round 964 (Div. 4)
StarrySkky,0,837,837,4,1999,Codeforces Round 964 (Div. 4)
mushanyu_x,701,1321,620,5,1999,Codeforces Round 964 (Div. 4)
Echo-Nie,779,1365,586,6,1999,Codeforces Round 964 (Div. 4)
Random_is_perfect,745,1330,585,7,1999,Codeforces Round 964 (Div. 4)
binminh06,0,806,806,8,1999,Codeforces Round 964 (Div. 4)
Crabrian,1235,1639,404,9,1999,Codeforces Round 964 (Div. 4)
ULTRAmaxROD,487,1128,641,10,1999,Codeforces Round 964 (Div. 4)
Hao_fan,1247,1585,338,10,1999,Codeforces Round 964 (Div. 4)
amongusigma,725,1290,565,12,1999,Codeforces Round 964 (Div. 4)
xingeneral,1349,1642,293,13,1999,Codeforces Round 964 (Div. 4)
pig_of_SoloRejudger,0,778,778,14,1999,Codeforces Round 964 (Div. 4)
nuo0918,722,1279,557,14,1999,Codeforces Round 964 (Div. 4)
lololo321,0,775,775,16,1999,Codeforces Round 964 (Div. 4)
ilovecp123,651,1237,586,17,1999,Codeforces Round 964 (Div. 4)
fight_for_NoConstructive,0,770,770,18,1999,Codeforces Round 964 (Div. 4)
lxh_ph,1107,1547,440,19,1999,Codeforces Round 964 (Div. 4)
shubham_lcb9,1275,1634,359,20,1999,Codeforces Round 964 (Div. 4)
FST_Never_Knows_Who,699,1240,541,21,1999,Codeforces Round 964 (Div. 4)
soeowhoiwer1995,1241,1631,390,21,1999,Codeforces Round 964 (Div. 4)
I_love_Takanashi_Hoshino,709,1248,539,21,1999,Codeforces Round 964 (Div. 4)
Involve,1388,1642,254,21,1999,Codeforces Round 964 (Div. 4)
C-plus,571,1145,574,25,1999,Codeforces Round 964 (Div. 4)
NegIQ,693,1231,538,25,1999,Codeforces Round 964 (Div. 4)
