handle,old_rating,new_rating,change,rank,contest_id,contest_name
jiangly,3773,3839,66,1,2018,Codeforces Round 975 (Div. 1)
PEIMUDA,2732,2989,257,2,2018,Codeforces Round 975 (Div. 1)
hos.lyric,3086,3220,134,3,2018,Codeforces Round 975 (Div. 1)
turmax,3230,3309,79,4,2018,Codeforces Round 975 (Div. 1)
squareOf105,2869,3029,160,5,2018,Codeforces Round 975 (Div. 1)
dXqwq,2984,3101,117,6,2018,Codeforces Round 975 (Div. 1)
maroonrk,3163,3223,60,7,2018,Codeforces Round 975 (Div. 1)
crazy_sea,2961,3066,105,8,2018,Codeforces Round 975 (Div. 1)
Nutella3000-7,2487,2720,233,9,2018,Codeforces Round 975 (Div. 1)
xuanxuan001,2763,2909,146,10,2018,Codeforces Round 975 (Div. 1)
Szoboszlai10,3011,3083,72,11,2018,Codeforces Round 975 (Div. 1)
Nachia,3111,3151,40,12,2018,Codeforces Round 975 (Div. 1)
Rafi22,2495,2700,205,13,2018,Codeforces Round 975 (Div. 1)
wwwwodddd,2536,2724,188,14,2018,Codeforces Round 975 (Div. 1)
DPprince,2553,2731,178,15,2018,Codeforces Round 975 (Div. 1)
ksun48,3356,3315,-41,16,2018,Codeforces Round 975 (Div. 1)
shiomusubi496,2783,2888,105,17,2018,Codeforces Round 975 (Div. 1)
BEAR0131,2706,2829,123,18,2018,Codeforces Round 975 (Div. 1)
Endagorion,2840,2922,82,19,2018,Codeforces Round 975 (Div. 1)
OIer_kzc,2565,2720,155,20,2018,Codeforces Round 975 (Div. 1)
ecnerwala,3624,3494,-130,21,2018,Codeforces Round 975 (Div. 1)
qiuzx,2900,2957,57,22,2018,Codeforces Round 975 (Div. 1)
Egor,3072,3081,9,23,2018,Codeforces Round 975 (Div. 1)
Xylenox,2748,2840,92,24,2018,Codeforces Round 975 (Div. 1)
rniya,2583,2718,135,25,2018,Codeforces Round 975 (Div. 1)
rainboy,2149,2415,266,26,2018,Codeforces Round 975 (Div. 1)
Swistakk,2912,2952,40,27,2018,Codeforces Round 975 (Div. 1)
Z-301,2682,2781,99,28,2018,Codeforces Round 975 (Div. 1)
zidder,2534,2672,138,29,2018,Codeforces Round 975 (Div. 1)
green_gold_dog,2682,2777,95,30,2018,Codeforces Round 975 (Div. 1)
BurnedChicken,3135,3109,-26,31,2018,Codeforces Round 975 (Div. 1)
maspy,3180,3141,-39,32,2018,Codeforces Round 975 (Div. 1)
kiwihadron,3114,3089,-25,33,2018,Codeforces Round 975 (Div. 1)
hhoppitree,2503,2638,135,34,2018,Codeforces Round 975 (Div. 1)
PCTprobability,2756,2820,64,35,2018,Codeforces Round 975 (Div. 1)
Isoeasy,2673,2757,84,36,2018,Codeforces Round 975 (Div. 1)
Fido_Puppy,2761,2820,59,37,2018,Codeforces Round 975 (Div. 1)
dorijanlendvaj,3018,3008,-10,38,2018,Codeforces Round 975 (Div. 1)
ainta,2870,2896,26,39,2018,Codeforces Round 975 (Div. 1)
fengqiyuka,2783,2830,47,40,2018,Codeforces Round 975 (Div. 1)
furry,2818,2855,37,41,2018,Codeforces Round 975 (Div. 1)
arvindf232,3028,3009,-19,42,2018,Codeforces Round 975 (Div. 1)
alireza_kaviani,2727,2784,57,43,2018,Codeforces Round 975 (Div. 1)
dog_of_Nesraychan,2889,2902,13,44,2018,Codeforces Round 975 (Div. 1)
SanguineChameleon,2553,2654,101,45,2018,Codeforces Round 975 (Div. 1)
Sugar_fan,3014,2993,-21,46,2018,Codeforces Round 975 (Div. 1)
syx2567,2553,2651,98,47,2018,Codeforces Round 975 (Div. 1)
