handle,old_rating,new_rating,change,rank,contest_id,contest_name
daniel6202,0,999,999,1,2040,Codeforces Round 992 (Div. 2)
younesg,1593,2022,429,2,2040,Codeforces Round 992 (Div. 2)
houseof,1776,2109,333,3,2040,Codeforces Round 992 (Div. 2)
HUST_USELESS,1881,2214,333,4,2040,Codeforces Round 992 (Div. 2)
FatihCihan,1979,2214,235,5,2040,Codeforces Round 992 (Div. 2)
chenlinxuan0226,1896,2147,251,6,2040,Codeforces Round 992 (Div. 2)
Constantor,1409,1822,413,7,2040,Codeforces Round 992 (Div. 2)
nai_he,1883,2123,240,8,2040,Codeforces Round 992 (Div. 2)
patatapum,1708,2050,342,9,2040,Codeforces Round 992 (Div. 2)
JOliva,2045,2223,178,10,2040,Codeforces Round 992 (Div. 2)
KKT_89,1642,1946,304,11,2040,Codeforces Round 992 (Div. 2)
lmao_ded1309,1768,2020,252,12,2040,Codeforces Round 992 (Div. 2)
RaresPoinaru,1891,2103,212,12,2040,Codeforces Round 992 (Div. 2)
zxc3,1625,1922,297,14,2040,Codeforces Round 992 (Div. 2)
sbugnf,1922,2172,250,15,2040,Codeforces Round 992 (Div. 2)
Mango2011,2015,2178,163,16,2040,Codeforces Round 992 (Div. 2)
OdtreeKing,1287,1753,466,17,2040,Codeforces Round 992 (Div. 2)
coach_daukah,2080,2219,139,18,2040,Codeforces Round 992 (Div. 2)
gxd,1872,2071,199,19,2040,Codeforces Round 992 (Div. 2)
XiaY,2096,2225,129,20,2040,Codeforces Round 992 (Div. 2)
EchoLisa,1695,2001,306,21,2040,Codeforces Round 992 (Div. 2)
chennie,1989,2144,155,22,2040,Codeforces Round 992 (Div. 2)
candy0014,1835,2036,201,23,2040,Codeforces Round 992 (Div. 2)
kasssa,0,845,845,24,2040,Codeforces Round 992 (Div. 2)
sechphanhaiminh,1860,2105,245,25,2040,Codeforces Round 992 (Div. 2)
MagnusCarlsen321,2027,2165,138,26,2040,Codeforces Round 992 (Div. 2)
mban259,2096,2212,116,27,2040,Codeforces Round 992 (Div. 2)
aastik231205,1991,2136,145,28,2040,Codeforces Round 992 (Div. 2)
chengke,2033,2164,131,29,2040,Codeforces Round 992 (Div. 2)
ZN-ACE,1949,2103,154,30,2040,Codeforces Round 992 (Div. 2)
ahmetalp,2081,2194,113,31,2040,Codeforces Round 992 (Div. 2)
aryan12,2037,2161,124,32,2040,Codeforces Round 992 (Div. 2)
p__ce1052,1906,2068,162,33,2040,Codeforces Round 992 (Div. 2)
nathanballman,1758,1966,208,34,2040,Codeforces Round 992 (Div. 2)
Shihaowen,2077,2185,108,35,2040,Codeforces Round 992 (Div. 2)
adsadsdsad,1356,1701,345,36,2040,Codeforces Round 992 (Div. 2)
8061Mercury,1576,1890,314,37,2040,Codeforces Round 992 (Div. 2)
baoziiQwQ,1794,1984,190,38,2040,Codeforces Round 992 (Div. 2)
Hurrikale,2001,2126,125,39,2040,Codeforces Round 992 (Div. 2)
SirOcylder,787,1360,573,40,2040,Codeforces Round 992 (Div. 2)
SilverReverie,1075,1567,492,41,2040,Codeforces Round 992 (Div. 2)
Nyyeous,1964,2131,167,42,2040,Codeforces Round 992 (Div. 2)
idtagirm,1334,1677,343,43,2040,Codeforces Round 992 (Div. 2)
HuaXinCai,2003,2120,117,44,2040,Codeforces Round 992 (Div. 2)
oval_m,2078,2174,96,44,2040,Codeforces Round 992 (Div. 2)
silverfish,1855,2016,161,46,2040,Codeforces Round 992 (Div. 2)
BigSmurf,2072,2167,95,47,2040,Codeforces Round 992 (Div. 2)
ji_114514,2045,2147,102,48,2040,Codeforces Round 992 (Div. 2)
Yourmomfat,1876,2027,151,49,2040,Codeforces Round 992 (Div. 2)
leolin0214,1967,2089,122,50,2040,Codeforces Round 992 (Div. 2)
wanggiaoxing,2035,2137,102,51,2040,Codeforces Round 992 (Div. 2)
Wildfire032,2076,2165,89,52,2040,Codeforces Round 992 (Div. 2)
MEDXXE,2019,2123,104,53,2040,Codeforces Round 992 (Div. 2)
oqmsac,2096,2178,82,54,2040,Codeforces Round 992 (Div. 2)
MrPython,2046,2141,95,55,2040,Codeforces Round 992 (Div. 2)
maxK99,1926,2055,129,56,2040,Codeforces Round 992 (Div. 2)
xiao__xiao,1736,1923,187,57,2040,Codeforces Round 992 (Div. 2)
klinac,715,1291,576,58,2040,Codeforces Round 992 (Div. 2)
Teja-Smart,1956,2073,117,58,2040,Codeforces Round 992 (Div. 2)
Asbjorn,2021,2118,97,60,2040,Codeforces Round 992 (Div. 2)
Ghulam_Junaid,1801,1964,163,61,2040,Codeforces Round 992 (Div. 2)
imgeeking,813,1353,540,62,2040,Codeforces Round 992 (Div. 2)
lixp,1998,2100,102,63,2040,Codeforces Round 992 (Div. 2)
