rank,points,hack_count,participant_type,member_handles,problem_A_points,problem_A_penalty,problem_A_rejected,problem_B_points,problem_B_penalty,problem_B_rejected,problem_C_points,problem_C_penalty,problem_C_rejected,problem_D_points,problem_D_penalty,problem_D_rejected,problem_E_points,problem_E_penalty,problem_E_rejected,problem_F_points,problem_F_penalty,problem_F_rejected,problem_G_points,problem_G_penalty,problem_G_rejected,problem_H_points,problem_H_penalty,problem_H_rejected,problem_I1_points,problem_I1_penalty,problem_I1_rejected,problem_I2_points,problem_I2_penalty,problem_I2_rejected
120,8209.0,0,VIRTUAL,InternetPerson10,499.0,0,0,982.0,0,0,1217.0,0,0,1620.0,0,0,1707.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2184.0,0,0,0.0,0,0
121,8134.0,0,CONTESTANT,ace5,498.0,0,0,987.0,0,0,1214.0,0,0,1587.0,0,0,1728.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0,2120.0,0,0,0.0,0,0
122,8117.0,0,CONTESTANT,elhoicyv,498.0,0,0,974.0,0,0,1204.0,0,0,1436.0,0,2,1579.0,0,0,0.0,0,1,2426.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
123,8103.0,0,CONTESTANT,gj83zo4,448.0,0,0,878.0,0,0,1074.0,0,0,1447.0,0,0,1536.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2720.0,0,0,0.0,0,0
124,8036.0,0,CONTESTANT,Yam,498.0,0,0,984.0,0,0,1210.0,0,0,1652.0,0,0,1798.0,0,0,1894.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
125,8035.0,0,CONTESTANT,Kazemaru,494.0,0,0,968.0,0,0,1190.0,0,0,1629.0,0,0,1787.0,0,0,1967.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
126,8034.0,0,CONTESTANT,_Purslane_,487.0,0,0,968.0,0,0,1194.0,0,0,1638.0,0,0,1760.0,0,0,1987.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
127,8033.0,0,CONTESTANT,ainta,496.0,0,0,982.0,0,0,1204.0,0,0,1652.0,0,0,1755.0,0,0,0.0,0,10,0.0,0,0,0.0,0,0,1944.0,0,0,0.0,0,0
128,8030.0,0,VIRTUAL,Wansur,498.0,0,0,979.0,0,0,1194.0,0,0,1606.0,0,0,1707.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2046.0,0,1,0.0,0,0
129,7969.0,0,CONTESTANT,k1r1t0,496.0,0,0,979.0,0,0,1204.0,0,0,1620.0,0,0,1750.0,0,0,1920.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
130,7959.0,0,CONTESTANT,isaf27,498.0,0,0,979.0,0,0,1190.0,0,0,1615.0,0,0,1750.0,0,0,1927.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
131,7951.0,0,CONTESTANT,IceYukino,498.0,0,0,984.0,0,0,1210.0,0,0,1601.0,0,0,1771.0,0,0,1887.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.0,0,0
132,7946.0,0,CONTESTANT,lexiyvv,495.0,0,0,952.0,0,0,1190.0,0,0,1606.0,0,0,1723.0,0,0,1980.0,0,0,0.0,0,15,0.0,0,0,0.0,0,0,0.0,0,0
133,7934.0,0,CONTESTANT,golomb,498.0,0,0,968.0,0,0,1190.0,0,0,1550.0,0,0,1616.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,2112.0,0,0,0.0,0,0
134,7924.0,0,CONTESTANT,BalintR,496.0,0,0,974.0,0,0,1180.0,0,0,1592.0,0,0,1728.0,0,0,1954.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
135,7916.0,0,CONTESTANT,tem_shett,499.0,0,0,984.0,0,0,1200.0,0,0,1624.0,0,0,1755.0,0,0,1854.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
136,7912.0,0,CONTESTANT,alireza_kaviani,495.0,0,0,979.0,0,0,1207.0,0,0,1643.0,0,0,1771.0,0,0,1817.0,0,1,0.0,0,0,0.0,0,0,0.0,0,3,0.0,0,0
137,7909.0,0,CONTESTANT,_acsm_,441.0,0,1,968.0,0,0,1190.0,0,0,1606.0,0,0,1750.0,0,0,1954.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.0,0,0
138,7897.0,0,CONTESTANT,include_BM,498.0,0,0,982.0,0,0,1207.0,0,0,1615.0,0,0,1755.0,0,0,1840.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
139,7879.0,0,CONTESTANT,H_stove,498.0,0,0,982.0,0,0,1204.0,0,0,1643.0,0,0,1798.0,0,0,1754.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
139,7879.0,0,CONTESTANT,RanRankeainie,491.0,0,0,968.0,0,0,1194.0,0,0,1624.0,0,0,1782.0,0,0,1820.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
141,7863.0,0,CONTESTANT,limanjun,498.0,0,0,987.0,0,0,1214.0,0,0,1648.0,0,0,1766.0,0,0,1750.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
142,7857.0,0,CONTESTANT,Daniel081024,496.0,0,0,979.0,0,0,1117.0,0,1,1606.0,0,0,1579.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2080.0,0,0,0.0,0,0
143,7852.0,0,CONTESTANT,t9unkubj,498.0,0,0,984.0,0,0,1210.0,0,0,1629.0,0,0,1691.0,0,0,1840.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
144,7840.0,0,CONTESTANT,afuafu,498.0,0,0,982.0,0,0,1210.0,0,0,1634.0,0,0,1776.0,0,0,1740.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
145,7838.0,0,CONTESTANT,cn449,499.0,0,0,979.0,0,0,1180.0,0,0,1624.0,0,0,1696.0,0,0,1860.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.0,0,0
146,7831.0,0,CONTESTANT,zdc123456,498.0,0,0,982.0,0,0,1214.0,0,0,1634.0,0,0,1739.0,0,0,1764.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
147,7828.0,0,CONTESTANT,b6e0,496.0,0,0,979.0,0,0,1194.0,0,0,1573.0,0,0,1712.0,0,0,1874.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0
148,7827.0,0,VIRTUAL,raincity,494.0,0,0,974.0,0,0,1194.0,0,0,1610.0,0,0,1627.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1928.0,0,0,0.0,0,0
149,7820.0,0,CONTESTANT,bribritt,498.0,0,0,974.0,0,0,1200.0,0,0,1638.0,0,0,1782.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1728.0,0,0,0.0,0,0
150,7819.0,0,CONTESTANT,sunkuangzheng,498.0,0,0,984.0,0,0,1200.0,0,0,1643.0,0,0,1734.0,0,0,1760.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0
151,7816.0,0,CONTESTANT,Aria_Math,496.0,0,0,979.0,0,0,1207.0,0,0,1556.0,0,1,1744.0,0,0,1834.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
152,7803.0,0,CONTESTANT,AgafonovArtem,496.0,0,0,974.0,0,0,1194.0,0,0,1582.0,0,0,1723.0,0,0,1834.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
153,7791.0,0,CONTESTANT,Midnights,499.0,0,0,982.0,0,0,1207.0,0,0,1648.0,0,0,1755.0,0,0,1700.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
154,7779.0,0,CONTESTANT,kes0716,498.0,0,0,979.0,0,0,1204.0,0,0,1615.0,0,0,1643.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1840.0,0,0,0.0,0,0
155,7750.0,0,CONTESTANT,dyrbulshchyl,495.0,0,0,976.0,0,0,1187.0,0,0,1582.0,0,0,1723.0,0,0,1787.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.0,0,0
156,7747.0,0,VIRTUAL,andrei_boaca,495.0,0,0,979.0,0,0,1204.0,0,0,1629.0,0,0,1776.0,0,0,1664.0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0
156,7747.0,0,CONTESTANT,Andreasyan,496.0,0,0,979.0,0,0,1204.0,0,0,1634.0,0,0,1734.0,0,0,1700.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
158,7731.0,0,CONTESTANT,User_Carrot,498.0,0,0,982.0,0,0,1197.0,0,0,1564.0,0,0,1696.0,0,0,1794.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
158,7731.0,0,VIRTUAL,zltzlt,495.0,0,0,976.0,0,0,1187.0,0,0,1624.0,0,0,1755.0,0,0,1694.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
160,7720.0,0,CONTESTANT,ttamx,442.0,0,1,968.0,0,0,1190.0,0,0,1634.0,0,0,1726.0,0,1,1760.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.0,0,0
161,7711.0,0,CONTESTANT,induk_v_tsiane,495.0,0,0,976.0,0,0,1197.0,0,0,1624.0,0,0,1755.0,0,0,1664.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
162,7708.0,0,VIRTUAL,Ch.II,498.0,0,0,979.0,0,0,1200.0,0,0,1634.0,0,0,1750.0,0,0,1647.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
163,7706.0,0,VIRTUAL,PvPro,438.0,0,1,966.0,0,0,1180.0,0,0,1578.0,0,0,1664.0,0,0,1880.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
164,7704.0,0,CONTESTANT,fuppy,498.0,0,0,982.0,0,0,1197.0,0,0,1629.0,0,0,1670.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1728.0,0,0,0.0,0,0
165,7701.0,0,CONTESTANT,OccDreamer,496.0,0,0,971.0,0,0,1184.0,0,0,1554.0,0,0,1702.0,0,0,1794.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
166,7696.0,0,CONTESTANT,Noam527,498.0,0,0,982.0,0,0,1204.0,0,0,1643.0,0,0,1755.0,0,0,1614.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
167,7684.0,0,CONTESTANT,rama_pang,498.0,0,0,979.0,0,0,1204.0,0,0,1573.0,0,0,1670.0,0,0,1760.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
168,7670.0,0,CONTESTANT,SorahISA,423.0,0,0,966.0,0,0,1224.0,0,0,1550.0,0,0,1531.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1976.0,0,0,0.0,0,0
169,7669.0,0,CONTESTANT,arnold518,498.0,0,0,979.0,0,0,1204.0,0,0,1638.0,0,0,1760.0,0,0,1590.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
169,7669.0,0,CONTESTANT,Gheal,496.0,0,0,976.0,0,0,1197.0,0,0,1620.0,0,0,1766.0,0,0,1614.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
171,7667.0,0,CONTESTANT,twarog,495.0,0,0,971.0,0,0,1194.0,0,0,1615.0,0,0,1728.0,0,0,1664.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
172,7666.0,0,CONTESTANT,Brovko,498.0,0,0,982.0,0,0,1207.0,0,0,1652.0,0,0,1840.0,0,0,1487.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
173,7664.0,0,CONTESTANT,i_love_yxx,495.0,0,0,971.0,0,0,1130.0,0,1,1601.0,0,0,1680.0,0,0,1787.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
173,7664.0,0,CONTESTANT,nitram,494.0,0,0,963.0,0,0,1187.0,0,0,1550.0,0,0,1606.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1864.0,0,0,0.0,0,0
175,7662.0,0,CONTESTANT,Rubikun,499.0,0,0,982.0,0,0,1204.0,0,0,1620.0,0,0,1750.0,0,0,1607.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
176,7650.0,0,VIRTUAL,1G1U4E5S1T4,494.0,0,0,966.0,0,0,1187.0,0,0,1601.0,0,0,1702.0,0,0,1700.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
177,7642.0,0,CONTESTANT,EasonLiang,492.0,0,0,966.0,0,0,1190.0,0,0,1554.0,0,0,1686.0,0,0,1754.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0
178,7624.0,0,CONTESTANT,Raiden_Mei_,498.0,0,0,974.0,0,0,1204.0,0,0,1596.0,0,0,1712.0,0,0,1640.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
179,7617.0,0,CONTESTANT,oleh1421,496.0,0,0,982.0,0,0,1177.0,0,0,1568.0,0,0,1707.0,0,0,1687.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.0,0,0
180,7616.0,0,CONTESTANT,tiger2005,498.0,0,0,974.0,0,0,1204.0,0,0,1638.0,0,0,1782.0,0,0,1520.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
181,7614.0,0,CONTESTANT,dan_da_dan,487.0,0,0,971.0,0,0,1197.0,0,0,1610.0,0,0,1739.0,0,0,1610.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
182,7611.0,0,CONTESTANT,Iztrx,498.0,0,0,982.0,0,0,1194.0,0,0,1610.0,0,0,1707.0,0,0,1620.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.0,0,0
183,7609.0,0,CONTESTANT,LinkWish,496.0,0,0,976.0,0,0,1204.0,0,0,1624.0,0,0,1739.0,0,0,1570.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
183,7609.0,0,CONTESTANT,kostylevGO,495.0,0,0,966.0,0,0,1184.0,0,0,1582.0,0,0,1702.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,1680.0,0,0,0.0,0,0
185,7603.0,0,CONTESTANT,J_B_Y,496.0,0,0,974.0,0,0,1190.0,0,0,1554.0,0,0,1632.0,0,0,1757.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
186,7601.0,0,CONTESTANT,huansir,496.0,0,0,974.0,0,0,1190.0,0,0,1564.0,0,0,1680.0,0,0,1697.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
187,7588.0,0,CONTESTANT,Anakamira,496.0,0,0,968.0,0,0,1170.0,0,0,1568.0,0,0,1686.0,0,0,1700.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
188,7586.0,0,CONTESTANT,junie,496.0,0,0,974.0,0,0,1197.0,0,0,1620.0,0,0,1627.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1672.0,0,0,0.0,0,0
189,7580.0,0,CONTESTANT,RDDCCD,498.0,0,0,918.0,0,1,1180.0,0,0,1620.0,0,0,1744.0,0,0,1620.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
190,7572.0,0,CONTESTANT,Sugar_fan,495.0,0,0,971.0,0,0,1194.0,0,0,1550.0,0,0,1675.0,0,0,1687.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
190,7572.0,0,CONTESTANT,Andrei_ierdnA,498.0,0,0,976.0,0,0,1157.0,0,0,1550.0,0,0,1627.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1764.0,0,2,0.0,0,0
192,7571.0,0,CONTESTANT,Hamed_Ghaffari,494.0,0,0,979.0,0,0,1207.0,0,0,1606.0,0,0,1718.0,0,0,1567.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
193,7569.0,0,CONTESTANT,nifeshe,498.0,0,0,984.0,0,0,1194.0,0,0,1615.0,0,0,1718.0,0,0,1560.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
194,7565.0,0,CONTESTANT,dspt,494.0,0,0,971.0,0,0,1177.0,0,0,1601.0,0,0,1675.0,0,0,1647.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
195,7563.0,0,CONTESTANT,wishgoodluck,496.0,0,0,974.0,0,0,1177.0,0,0,1550.0,0,0,1622.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1744.0,0,0,0.0,0,0
196,7554.0,0,CONTESTANT,kevinxiehk,498.0,0,0,926.0,0,1,1204.0,0,0,1288.0,0,3,1558.0,0,0,0.0,0,8,0.0,0,0,0.0,0,0,2080.0,0,0,0.0,0,0
197,7551.0,0,CONTESTANT,Yurushia,494.0,0,0,960.0,0,0,1164.0,0,0,1498.0,0,0,1579.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1856.0,0,0,0.0,0,0
198,7549.0,0,CONTESTANT,Theo830,498.0,0,0,976.0,0,0,1190.0,0,0,1620.0,0,0,1595.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1670.0,0,1,0.0,0,0
198,7549.0,0,CONTESTANT,parsa-golestani,496.0,0,0,971.0,0,0,1190.0,0,0,1601.0,0,0,1734.0,0,0,1557.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
198,7549.0,0,CONTESTANT,wuyouka,495.0,0,0,971.0,0,0,1184.0,0,0,1573.0,0,0,1686.0,0,0,1640.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
201,7545.0,0,CONTESTANT,bthero,496.0,0,0,979.0,0,0,1204.0,0,0,1523.0,0,1,1696.0,0,0,1647.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
202,7544.0,0,CONTESTANT,Halzion,498.0,0,0,974.0,0,0,1197.0,0,0,1643.0,0,0,1792.0,0,0,1440.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
203,7536.0,0,CONTESTANT,turkhuu622,496.0,0,0,974.0,0,0,1190.0,0,0,1606.0,0,0,1696.0,0,0,1574.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
203,7536.0,0,CONTESTANT,ProjectCF,498.0,0,0,982.0,0,0,1214.0,0,0,1374.0,0,1,1460.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2008.0,0,0,0.0,0,0
205,7531.0,0,VIRTUAL,YocyCraft,498.0,0,0,979.0,0,0,1170.0,0,0,1638.0,0,0,1632.0,0,0,1614.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
206,7526.0,0,CONTESTANT,specia1,495.0,0,0,916.0,0,1,1187.0,0,0,1620.0,0,0,1734.0,0,0,1574.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
206,7526.0,0,CONTESTANT,TyroWhizz,440.0,0,1,958.0,0,0,1167.0,0,0,1587.0,0,0,1686.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1688.0,0,0,0.0,0,0
208,7520.0,0,CONTESTANT,Numbering,495.0,0,0,976.0,0,0,1190.0,0,0,1615.0,0,0,1670.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,1574.0,0,1,0.0,0,0
209,7517.0,0,VIRTUAL,Sana,496.0,0,0,979.0,0,0,1200.0,0,0,1606.0,0,0,1696.0,0,0,1540.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
210,7516.0,0,CONTESTANT,Mitsubachi,490.0,0,0,966.0,0,0,1234.0,0,0,1551.0,0,1,1595.0,0,0,1680.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
211,7515.0,0,CONTESTANT,JDScript0117,495.0,0,0,966.0,0,0,1190.0,0,0,1550.0,0,0,1654.0,0,0,1660.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
212,7513.0,0,CONTESTANT,dongyinjie001,498.0,0,0,979.0,0,0,1200.0,0,0,1578.0,0,0,1664.0,0,0,1594.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
213,7509.0,0,CONTESTANT,c.young_sb,492.0,0,0,963.0,0,0,1177.0,0,0,1578.0,0,0,1632.0,0,0,1667.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
213,7509.0,0,CONTESTANT,_ZhangJL_,492.0,0,0,746.0,0,3,1130.0,0,0,1251.0,0,0,1856.0,0,0,2034.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
215,7500.0,0,CONTESTANT,_MyGO_Tomori_,470.0,0,0,952.0,0,0,1174.0,0,0,1532.0,0,1,1632.0,0,0,1740.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
216,7499.0,0,CONTESTANT,qingbaiqwq,487.0,0,0,952.0,0,0,1164.0,0,0,1578.0,0,0,1664.0,0,0,1654.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
217,7498.0,0,CONTESTANT,xuyifei1,498.0,0,0,971.0,0,0,1180.0,0,0,1606.0,0,0,1659.0,0,0,1584.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
218,7493.0,0,CONTESTANT,simasimarisa,498.0,0,0,974.0,0,0,1197.0,0,0,1606.0,0,0,1718.0,0,0,1500.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
219,7492.0,0,CONTESTANT,loan,498.0,0,0,984.0,0,0,1197.0,0,0,1596.0,0,0,1707.0,0,0,1510.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
220,7491.0,0,CONTESTANT,valerikk,496.0,0,0,966.0,0,0,1170.0,0,0,1564.0,0,0,1675.0,0,0,1620.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
221,7489.0,0,CONTESTANT,rniya,495.0,0,0,974.0,0,0,1190.0,0,0,1578.0,0,0,1558.0,0,0,1694.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
222,7486.0,0,CONTESTANT,HuaJun,496.0,0,0,982.0,0,0,1210.0,0,0,1592.0,0,0,1712.0,0,0,1494.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
223,7483.0,0,CONTESTANT,amano_hina,498.0,0,0,982.0,0,0,1204.0,0,0,1629.0,0,0,1638.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1532.0,0,2,0.0,0,0
224,7471.0,0,CONTESTANT,snowysecret,498.0,0,0,976.0,0,0,1204.0,0,0,1648.0,0,0,1771.0,0,0,1374.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
225,7470.0,0,CONTESTANT,n685,496.0,0,0,974.0,0,0,1200.0,0,0,1573.0,0,0,1680.0,0,0,1547.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
226,7462.0,0,CONTESTANT,ComPhyPark,496.0,0,0,971.0,0,0,1194.0,0,0,1592.0,0,0,1702.0,0,0,1507.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
227,7461.0,0,CONTESTANT,jhdonghj112,498.0,0,0,979.0,0,0,1200.0,0,0,1596.0,0,0,1691.0,0,0,1497.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
228,7459.0,0,CONTESTANT,MYFJCHX,494.0,0,0,979.0,0,0,1207.0,0,0,1643.0,0,0,1776.0,0,0,1360.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
229,7456.0,0,CONTESTANT,natsugiri,496.0,0,0,971.0,0,0,1184.0,0,0,1472.0,0,1,1659.0,0,0,1674.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
230,7455.0,0,VIRTUAL,Akulyat,498.0,0,0,982.0,0,0,1187.0,0,0,1578.0,0,0,1670.0,0,0,1540.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
231,7452.0,0,CONTESTANT,Tobo,496.0,0,0,976.0,0,0,1194.0,0,0,1554.0,0,0,1638.0,0,0,1594.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
232,7449.0,0,VIRTUAL,maomao90,496.0,0,0,982.0,0,0,1207.0,0,0,1550.0,0,0,1654.0,0,0,1560.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
233,7446.0,0,CONTESTANT,waipoli,496.0,0,0,976.0,0,0,1204.0,0,0,1596.0,0,0,1654.0,0,0,1520.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
234,7440.0,0,CONTESTANT,Fysty,498.0,0,0,984.0,0,0,1214.0,0,0,1490.0,0,1,1627.0,0,0,1627.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
235,7436.0,0,CONTESTANT,rlc202204,496.0,0,0,976.0,0,0,1197.0,0,0,1596.0,0,0,1707.0,0,0,1464.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
236,7433.0,0,CONTESTANT,TruckLost,495.0,0,0,974.0,0,0,1194.0,0,0,1606.0,0,0,1654.0,0,0,1510.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
237,7431.0,0,CONTESTANT,AmirAli-Asgari,498.0,0,0,974.0,0,0,1190.0,0,0,1610.0,0,0,1675.0,0,0,1484.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
237,7431.0,0,CONTESTANT,saaaalty,492.0,0,0,955.0,0,0,1154.0,0,0,1550.0,0,0,1606.0,0,0,1674.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
239,7423.0,0,CONTESTANT,bronze_coder,499.0,0,0,979.0,0,0,1200.0,0,0,1344.0,0,3,1497.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,1904.0,0,0,0.0,0,0
240,7419.0,0,CONTESTANT,SPD_9X2,491.0,0,0,960.0,0,0,1167.0,0,0,1536.0,0,0,1595.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1670.0,0,1,0.0,0,0
240,7419.0,0,CONTESTANT,lfxxx,494.0,0,0,974.0,0,0,1197.0,0,0,1568.0,0,0,1616.0,0,0,1570.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
242,7417.0,0,CONTESTANT,al3xstr33t,495.0,0,0,974.0,0,0,1094.0,0,0,1568.0,0,0,1568.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1718.0,0,1,0.0,0,0
243,7411.0,0,CONTESTANT,kmjp,495.0,0,0,924.0,0,1,1187.0,0,0,1564.0,0,0,1664.0,0,0,1577.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
244,7410.0,0,CONTESTANT,Sorting,498.0,0,0,971.0,0,0,1180.0,0,0,1582.0,0,0,1611.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1568.0,0,0,0.0,0,0
245,7404.0,0,CONTESTANT,Dorost,496.0,0,0,979.0,0,0,1204.0,0,0,1531.0,0,0,1627.0,0,0,1567.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
246,7396.0,0,CONTESTANT,iakovlev.zakhar,496.0,0,0,974.0,0,0,1154.0,0,0,1498.0,0,0,1346.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,1928.0,0,0,0.0,0,0
