handle,old_rating,new_rating,change,rank,contest_id,contest_name
zhou2shan,0,1016,1016,1,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Goldenglowo,1970,2357,387,2,1997,Educational Codeforces Round 168 (Rated for Div. 2)
-Mescherez-,1756,2170,414,3,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Professor-Henry-Anthony,1297,1857,560,4,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Warma_Cute,1767,2090,323,5,1997,Educational Codeforces Round 168 (Rated for Div. 2)
zhiyangfanfanfan,0,933,933,6,1997,Educational Codeforces Round 168 (Rated for Div. 2)
__czm297,1941,2198,257,7,1997,Educational Codeforces Round 168 (Rated for Div. 2)
xcc_szy0905,2097,2299,202,8,1997,Educational Codeforces Round 168 (Rated for Div. 2)
systemStart,1868,2186,318,9,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Hello_whk,0,908,908,10,1997,Educational Codeforces Round 168 (Rated for Div. 2)
zifanoi,1873,2183,310,11,1997,Educational Codeforces Round 168 (Rated for Div. 2)
PixelRebelz,1876,2180,304,12,1997,Educational Codeforces Round 168 (Rated for Div. 2)
_acsm_,699,1387,688,13,1997,Educational Codeforces Round 168 (Rated for Div. 2)
LeKienThanh,1343,1828,485,14,1997,Educational Codeforces Round 168 (Rated for Div. 2)
eFanJu,1693,2044,351,15,1997,Educational Codeforces Round 168 (Rated for Div. 2)
bemyqueenkong,1497,1928,431,16,1997,Educational Codeforces Round 168 (Rated for Div. 2)
FBI,1809,2060,251,17,1997,Educational Codeforces Round 168 (Rated for Div. 2)
BlackSpectre,1780,2037,257,18,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Pentagon03,2039,2210,171,19,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Liz,1725,1994,269,19,1997,Educational Codeforces Round 168 (Rated for Div. 2)
MrSigma,594,1291,697,21,1997,Educational Codeforces Round 168 (Rated for Div. 2)
sunyuheng365,2063,2222,159,22,1997,Educational Codeforces Round 168 (Rated for Div. 2)
NotBeevo,1841,2062,221,23,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Moeebius,2030,2194,164,23,1997,Educational Codeforces Round 168 (Rated for Div. 2)
tosivanmak,2075,2224,149,25,1997,Educational Codeforces Round 168 (Rated for Div. 2)
rainbow_kitty,1764,2058,294,26,1997,Educational Codeforces Round 168 (Rated for Div. 2)
zoinkssss,1935,2152,217,27,1997,Educational Codeforces Round 168 (Rated for Div. 2)
shikgom,1562,1866,304,27,1997,Educational Codeforces Round 168 (Rated for Div. 2)
a884020583,2023,2179,156,27,1997,Educational Codeforces Round 168 (Rated for Div. 2)
LucaLucaM,1748,1987,239,30,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Asbjorn,1987,2150,163,31,1997,Educational Codeforces Round 168 (Rated for Div. 2)
quarmer,682,1324,642,32,1997,Educational Codeforces Round 168 (Rated for Div. 2)
yopta,2040,2181,141,33,1997,Educational Codeforces Round 168 (Rated for Div. 2)
Andwerp,2075,2206,131,33,1997,Educational Codeforces Round 168 (Rated for Div. 2)
