handle,old_rating,new_rating,change,rank,contest_id,contest_name
jiangly,3618,3741,123,1,2046,Codeforces Round 990 (Div. 1)
hank55663,2904,3073,169,2,2046,Codeforces Round 990 (Div. 1)
noimi,2917,3056,139,3,2046,Codeforces Round 990 (Div. 1)
cxm1024,2792,2946,154,4,2046,Codeforces Round 990 (Div. 1)
Pyqe,2869,2989,120,5,2046,Codeforces Round 990 (Div. 1)
Zanite,2507,2719,212,6,2046,Codeforces Round 990 (Div. 1)
hyman00,2989,3057,68,7,2046,Codeforces Round 990 (Div. 1)
jucason_xu,2404,2630,226,8,2046,Codeforces Round 990 (Div. 1)
gloria_mundi,2625,2771,146,9,2046,Codeforces Round 990 (Div. 1)
tkacper,2740,2853,113,9,2046,Codeforces Round 990 (Div. 1)
natsugiri,2519,2690,171,11,2046,Codeforces Round 990 (Div. 1)
yuto1115,2860,2929,69,12,2046,Codeforces Round 990 (Div. 1)
Sana,2853,2919,66,13,2046,Codeforces Round 990 (Div. 1)
StarSilk,2902,2950,48,14,2046,Codeforces Round 990 (Div. 1)
RaresFelix,2516,2668,152,15,2046,Codeforces Round 990 (Div. 1)
Marckess,2460,2624,164,16,2046,Codeforces Round 990 (Div. 1)
antontrygubO_o,2924,2952,28,17,2046,Codeforces Round 990 (Div. 1)
Kazemaru,2266,2517,251,17,2046,Codeforces Round 990 (Div. 1)
TKT_YI,2775,2839,64,19,2046,Codeforces Round 990 (Div. 1)
leukocyte,2747,2815,68,20,2046,Codeforces Round 990 (Div. 1)
thomaswmy,2192,2424,232,21,2046,Codeforces Round 990 (Div. 1)
matchalover,2160,2453,293,22,2046,Codeforces Round 990 (Div. 1)
qingbaiqwq,2260,2463,203,23,2046,Codeforces Round 990 (Div. 1)
tarjen,2487,2616,129,24,2046,Codeforces Round 990 (Div. 1)
sevlll777,2569,2672,103,25,2046,Codeforces Round 990 (Div. 1)
HHY_zZhu,2482,2608,126,26,2046,Codeforces Round 990 (Div. 1)
Xellos,2443,2577,134,27,2046,Codeforces Round 990 (Div. 1)
keisuke6,2455,2583,128,28,2046,Codeforces Round 990 (Div. 1)
Andreasyan,2586,2675,89,29,2046,Codeforces Round 990 (Div. 1)
Minh,2391,2534,143,30,2046,Codeforces Round 990 (Div. 1)
neal,2901,2901,0,31,2046,Codeforces Round 990 (Div. 1)
TheScrasse,2640,2707,67,32,2046,Codeforces Round 990 (Div. 1)
jeroenodb,2861,2868,7,33,2046,Codeforces Round 990 (Div. 1)
